mp_election_index,mp_name,nature_membership,term_start_date,term_end_date,term,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,debates,private_member_bills,questions,attendance,mp_note,national_average_debate,national_average_pmb,national_average_questions,attendance_national_average,state_average_debate,state_average_pmb,state_average_questions,attendance_state_average,mp_house
180432,Babu Singh Kushwaha,Elected,09-06-2024,In Office,First Term,Jaunpur,Uttar Pradesh,Samajwadi Party,Male,Upto Higher Secondary,"Intermediate, Brahma Vigyan Inter college, U.P. Board, Allahabad, 1989",59,7,0,46,0.865168539, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180433,Bhola Singh,Elected,09-06-2024,In Office,Third Term,Bulandshahr,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"Graduated from Chaudhary Charan Singh University, Meerut in year 1999",47,9,0,129,0.988764045, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180434,Virendra Singh,Elected,09-06-2024,In Office,First Term,Chandauli,Uttar Pradesh,Samajwadi Party,Male,Graduate,"BSc, Uday Pratap College, Gorakhpur University, 1980",67,26,0,45,0.95505618, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180435,Chandan Chauhan,Elected,09-06-2024,In Office,First Term,Bijnor,Uttar Pradesh,Rashtriya Lok Dal,Male,Graduate,"B.A.L.L.B. from Sri Ram Law College, Muzaffarnagar, Chaudhary Charan Singh University, Meerut in year 2011",37,20,0,40,0.988764045, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180438,Chhotelal,Elected,09-06-2024,In Office,Second Term,Robertsganj,Uttar Pradesh,Samajwadi Party,Male,Upto Higher Secondary,"Class V, Primary School, Chakia, Chandauli, Uttar Pradesh, 1987",52,19,0,29,0.93258427, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180439,Daroga Prasad Saroj,Elected,09-06-2024,In Office,Third Term,Lalganj,Uttar Pradesh,Samajwadi Party,Male,Graduate,"Graduate from T.D. College, Jaunpur, 1975 From Gorakhpur University",72,7,0,46,0.887640449, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180440,Devendra Singh Alias Bhole Singh,Elected,09-06-2024,In Office,Third Term,Akbarpur,Uttar Pradesh,Bharatiya Janata Party,Male,Upto Higher Secondary,"High School from Shri Ram Ratan Inter College, Kachausi Market, Kanpur",71,3,0,10,0.842696629, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180441,Devesh Shakya,Elected,09-06-2024,In Office,First Term,Etah,Uttar Pradesh,Samajwadi Party,Male,Graduate,LLB from Chatrapati Shahu ji Maharaj University Kanpur in 2016,44,22,0,45,0.966292135, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180442,Dharmendra Yadav,Elected,09-06-2024,In Office,Fourth Term,Azamgarh,Uttar Pradesh,Samajwadi Party,Male,Post Graduate and above,"M.A. Political Science, Allahabad University in 2004",46,22,0,80,0.95505618, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180443,Dimple Yadav,Elected,09-06-2024,In Office,Fourth Term,Mainpuri,Uttar Pradesh,Samajwadi Party,Female,Graduate,B.Com from Lucknow University in 1998,47,6,0,5,0.775280899, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180444,Rajkumar Sangwan,Elected,09-06-2024,In Office,First Term,Baghpat,Uttar Pradesh,Rashtriya Lok Dal,Male,Post Graduate and above,"M.A., Ph.D. (History) from Chaudhary Charan Singh University Meerut",65,24,0,66,1, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180445,Vinod Kumar Bind,Elected,09-06-2024,In Office,First Term,Bhadohi,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"MBBS, Motilal Nehru College, Allahabad, 2004; MSSN,Medical College, Agra, 2010",51,15,0,83,0.853932584, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180446,Harendra Singh Malik,Elected,09-06-2024,In Office,First Term,Muzaffarnagar,Uttar Pradesh,Samajwadi Party,Male,Graduate,"B.Sc. from Meerut University, Meerut in year 1976",71,19,0,27,0.988764045, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180447,Hemamalini Dharmendra Deol,Elected,09-06-2024,In Office,Third Term,Mathura,Uttar Pradesh,Bharatiya Janata Party,Female,Post Graduate and above,"Ph.D. from Sir Padampat Singhania University, Udaipur in year 2012",76,4,0,20,0.370786517, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180448,Imran Masood,Elected,09-06-2024,In Office,First Term,Saharanpur,Uttar Pradesh,Indian National Congress,Male,Upto Higher Secondary,"Intermediate from Uttar Pradesh Board of Secondary Education, Allahabad in year 1987",55,10,0,81,0.91011236, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180449,Iqra Choudhary,Elected,09-06-2024,In Office,First Term,Kairana,Uttar Pradesh,Samajwadi Party,Female,Post Graduate and above,"M.Sc. (International Politics & Law), SOAS University, London in year 2020",31,25,0,78,0.95505618, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180450,Jagdambika Pal,Elected,09-06-2024,In Office,Fourth Term,Domariyaganj,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"LL.B. from Gorakhpur University in 1973 and M.A. from Avadh University, Faizabad, 1980",74,84,0,103,1, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180452,Jitendra Kumar Dohare,Elected,09-06-2024,In Office,First Term,Etawah,Uttar Pradesh,Samajwadi Party,Male,Upto Higher Secondary,"Intermediate from Secondary Education Council, Uttar Pradesh in year 1991",55,7,0,8,0.887640449, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180456,Karan Bhushan Singh,Elected,09-06-2024,In Office,First Term,Kaiserganj,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"L.L.B., Dr. Ram Manohar Lohia Avadh University, Ayodhya (2018)",34,2,0,18,0.943820225, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180458,Kishori Lal,Elected,09-06-2024,In Office,First Term,Amethi,Uttar Pradesh,Indian National Congress,Male,Graduate,"Bachelor of Arts (BA) from Punjab University, Chandigarh, in year 1982",64,9,0,9,0.988764045, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180459,Krishna Devi Shivshankar Patel,Elected,09-06-2024,In Office,First Term,Banda,Uttar Pradesh,Samajwadi Party,Female,Upto Higher Secondary,"High School from B.B.S.H. School, Byonja, Secondary Education Council, U.P. in year 1991",54,12,0,6,0.966292135, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180460,Lalji Verma,Elected,09-06-2024,In Office,First Term,Ambedkar Nagar,Uttar Pradesh,Samajwadi Party,Male,Post Graduate and above,"M.Sc. (Agriculture), Kulbhaskar Ashram Mahavidyalaya, Allahabad, Kanpur University, 1979",69,31,0,9,0.93258427, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180461,Laxmikant Pappu Nishad,Elected,09-06-2024,In Office,First Term,Sant Kabir Nagar,Uttar Pradesh,Samajwadi Party,Male,Upto Higher Secondary,"Intermediate from Secondary Education Council, U.P in year 1994",50,16,0,15,1, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180463,Mohibbullah,Elected,09-06-2024,In Office,First Term,Rampur,Uttar Pradesh,Samajwadi Party,Male,Post Graduate and above,"M.A. from Jamia Millia Islamia, New Delhi in year 2009",49,9,0,32,0.97752809, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180464,Mukesh Rajput,Elected,09-06-2024,In Office,Third Term,Farrukhabad,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,"B.Sc. from RP Degree College, Kamalganj, Farrukhabad, Chhatrapati Shahu Ji Maharaj University, in 1990",57,11,0,60,0.97752809, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180465,Narayandas Ahirwar,Elected,09-06-2024,In Office,First Term,Jalaun,Uttar Pradesh,Samajwadi Party,Male,Graduate,"B.A. from Bundelkhand University, Jhansi in year 1984; LLB from Bundelkhand University, Jhansi in year 1999",65,13,0,7,1, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180467,Naresh Chandra Uttam Patel,Elected,09-06-2024,In Office,First Term,Fatehpur,Uttar Pradesh,Samajwadi Party,Male,Post Graduate and above,"M.A. from P.P.N. Degree College, Kanpur University, Kanpur in year 1978",69,9,0,6,0.966292135, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180470,Praveen Patel,Elected,09-06-2024,In Office,First Term,Phulpur,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,"M.A. from Chhatrapati Shahu ji University, 2000",46,20,0,190,0.95505618, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180471,Priya Saroj,Elected,09-06-2024,In Office,First Term,Machhlishahr,Uttar Pradesh,Samajwadi Party,Female,Graduate,"LL.B. from Amity University, Noida in 2022",26,10,0,18,0.95505618, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180472,Pushpendra Saroj,Elected,09-06-2024,In Office,First Term,Kaushambi,Uttar Pradesh,Samajwadi Party,Male,Graduate,Degree in Accounting and Management from Queen Mary University of London in year 2019,26,17,0,46,0.966292135, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180473,R K Chaudhary,Elected,09-06-2024,In Office,First Term,Mohanlalganj,Uttar Pradesh,Samajwadi Party,Male,Graduate,"B.A. from Panchayat College, Bargarh; LLB from Bargarh Law College, Bargarh, Odisha",74,2,0,16,0.921348315, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180474,Rahul Gandhi,Elected,09-06-2024,In Office,Fifth Term,Rae Bareli,Uttar Pradesh,Indian National Congress,Male,Post Graduate and above,"M.Phil (Development Studies) from Trinity College, University of Cambridge, in year 1995",55,9,0,26,,This MP is a Leader of Opposition. LoP does not sign the attendance register.  Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,,13.72222222,0.097222222,45.04166667,,Lok Sabha
180475,Rajeev Rai,Elected,09-06-2024,In Office,First Term,Ghosi,Uttar Pradesh,Samajwadi Party,Male,Post Graduate and above,"PhD, Ballsbridge University, Dominica, 2019",55,29,0,87,0.988764045, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180479,Ram Prasad Chaudhary,Elected,09-06-2024,In Office,Second Term,Basti,Uttar Pradesh,Samajwadi Party,Male,Upto Higher Secondary,Diploma from Rajkiya Polytechnic Basti in 1978,71,6,0,7,0.95505618, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180480,Ram Shiromani Verma,Elected,09-06-2024,In Office,Second Term,Shrawasti,Uttar Pradesh,Samajwadi Party,Male,Graduate,"Bachelor of Law in 2018 from Dr. Ram Manohar Lohia, Avadh University Ayodhya",50,25,0,59,1, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180481,Ramashankar Rajbhar,Elected,09-06-2024,In Office,Second Term,Salempur,Uttar Pradesh,Samajwadi Party,Male,Graduate,"Graduation, Sant Vinoba P.G. College, Deoria, 1983",65,29,0,50,0.966292135, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180482,Rambhual Nishad,Elected,09-06-2024,In Office,First Term,Sultanpur,Uttar Pradesh,Samajwadi Party,Male,Graduate,"BA, National Degree College, Barhalganj Gorakhpur, 1984",65,2,0,19,0.865168539, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180483,Ramesh Awasthi,Elected,09-06-2024,In Office,First Term,Kanpur,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,"M.Phil (Sociology), Vinayaka Missions University, Salem, Tamil Nadu in 2007",57,15,0,26,0.988764045, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180485,Ruchi Vira,Elected,09-06-2024,In Office,First Term,Moradabad,Uttar Pradesh,Samajwadi Party,Female,Graduate,"Graduate from Hindu Degree College, Moradabad in year 1982",63,8,0,38,1, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180487,Sanatan Pandey,Elected,09-06-2024,In Office,First Term,Ballia,Uttar Pradesh,Samajwadi Party,Male,Upto Higher Secondary,"Civil Diploma, Govt. Polytechnic, Mirzapur, 1980",67,14,0,57,0.898876404, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180488,Satish Kumar Gautam,Elected,09-06-2024,In Office,Third Term,Aligarh,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,Graduated from Swami Vivekanand Subharti University in year 2023,53,3,0,24,1, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180489,Shashank Mani,Elected,09-06-2024,In Office,First Term,Deoria,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate and above,"B.Tech, IIT Delhi, 1986; MBA, IMD Business School, Lausanne, Switzerland",61,7,0,56,0.921348315, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180492,Tanuj Punia,Elected,09-06-2024,In Office,First Term,Barabanki,Uttar Pradesh,Indian National Congress,Male,Graduate,"B.Tech, Indian Institute of Technology, Roorkee (2010)",40,6,0,84,1, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180493,Ujjwal Raman Singh,Elected,09-06-2024,In Office,First Term,Allahabad,Uttar Pradesh,Indian National Congress,Male,Graduate,"B.A. from st. Stephen College, Delhi University, 1990-93, Bachelor of Law, University Campus Law Center, Delhi University, 199393",52,18,0,51,1, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180494,Utkarsh Verma Madhur,Elected,09-06-2024,In Office,First Term,Kheri,Uttar Pradesh,Samajwadi Party,Male,Graduate,"P.G.D.M. from I.T.S.I.M. Greater Noida, Uttar Pradesh in year 2010",39,16,0,38,1, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180495,Vijay Kumar Dubey,Elected,09-06-2024,In Office,Second Term,Kushi Nagar,Uttar Pradesh,Bharatiya Janata Party,Male,Upto Higher Secondary,"High School, Maharana Pratap Intermediate College, Gorakhpur, 1978",65,17,0,73,0.97752809, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180496,Zia Ur Rehman,Elected,09-06-2024,In Office,First Term,Sambhal,Uttar Pradesh,Samajwadi Party,Male,Graduate,Law Graduate from Choudhary Charan Singh University in 2012,37,16,0,62,0.97752809, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,13.72222222,0.097222222,45.04166667,0.917866751,Lok Sabha
180497,Ajay Bhatt,Elected,09-06-2024,In Office,Second Term,Nainital-Udhamsingh Nagar,Uttarakhand,Bharatiya Janata Party,Male,Graduate,"L.L.B. from Sanghatak Mahavidhyalay, Almora, (Kumaun University Nainital) in year 1984",64,14,0,37,0.966292135, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,6.25,,42.25,0.921348315,Lok Sabha
180499,Anil Baluni,Elected,09-06-2024,In Office,First Term,Garhwal,Uttarakhand,Bharatiya Janata Party,Male,Graduate,B.Com. from Delhi University in year 1993,54,2,0,11,0.943820225, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,6.25,,42.25,0.921348315,Lok Sabha
180500,Mala Rajya Laxmi Shah,Elected,09-06-2024,In Office,Fourth Term,Tehri Garhwal,Uttarakhand,Bharatiya Janata Party,Female,Upto Higher Secondary,"12th Passed from Ratna Rajya Laxmi College, Kathmandu, Nepal in year 1971",75,3,0,47,0.808988764, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,6.25,,42.25,0.921348315,Lok Sabha
180501,Trivendra Singh Rawat,Elected,09-06-2024,In Office,First Term,Haridwar,Uttarakhand,Bharatiya Janata Party,Male,Post Graduate and above,Post Graduate from P.G. College Jaiharikhal in year 1983,64,6,0,74,0.966292135, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,6.25,,42.25,0.921348315,Lok Sabha
180503,Abhishek Banerjee,Elected,09-06-2024,In Office,Third Term,Diamond Harbour,West Bengal,All India Trinamool Congress,Male,Post Graduate and above,"BBA and MBA, Indian Institute of Planning and Management, New Delhi, 2009",37,2,0,39,0.325842697, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.576923077,,32.53076923,0.714338611,Lok Sabha
180504,Abu Taher Khan,Elected,09-06-2024,In Office,Second Term,Murshidabad,West Bengal,All India Trinamool Congress,Male,Upto Higher Secondary,Madhyamik Pass from West Bengal Board of Secondary Education in 1980,60,4,0,31,0.865168539, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.576923077,,32.53076923,0.714338611,Lok Sabha
180292,Alfred Kanngam S Arthur,Elected,09-06-2024,In Office,First Term,Outer Manipur,Manipur,Indian National Congress,Male,Upto Higher Secondary,12th Passed,52,3,0,0,0.764044944, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,6,,19.5,0.825842697,Lok Sabha
180506,Arup Chakraborty,Elected,09-06-2024,In Office,First Term,Bankura,West Bengal,All India Trinamool Congress,Male,Graduate,"B.A.LL.B., Ranchi University, 1979",70,2,0,5,0.505617978, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.576923077,,32.53076923,0.714338611,Lok Sabha
180508,Azad Kirti Jha,Elected,09-06-2024,In Office,Fourth Term,Bardhaman-Durgapur,West Bengal,All India Trinamool Congress,Male,Graduate,B.A. from St. Stephens College (University of Delhi) in year 1981,66,18,0,75,0.95505618, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.576923077,,32.53076923,0.714338611,Lok Sabha
180509,Bapi Haldar,Elected,09-06-2024,In Office,First Term,Mathurapur,West Bengal,All India Trinamool Congress,Male,Graduate,"BA, Calcutta University, 2008",38,5,0,13,0.876404494, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.576923077,,32.53076923,0.714338611,Lok Sabha
180511,Isha Khan Choudhury,Elected,09-06-2024,In Office,First Term,Maldaha Dakshin,West Bengal,Indian National Congress,Male,Graduate,B.A. from York University in year 1996,54,5,0,10,0.91011236, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.576923077,,32.53076923,0.714338611,Lok Sabha
180513,Jagannath Sarkar,Elected,09-06-2024,In Office,Second Term,Ranaghat,West Bengal,Bharatiya Janata Party,Male,Graduate,Bachelor of Physical Education from University of Kalyani in 1986-87,62,1,0,54,0.93258427, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.576923077,,32.53076923,0.714338611,Lok Sabha
180514,Jayanta Kumar Roy,Elected,09-06-2024,In Office,Second Term,Jalpaiguri,West Bengal,Bharatiya Janata Party,Male,Post Graduate and above,"Doctor of Medicine (Community Medicine) from West Bengal University of Health Science, Course completed in the year 2010",57,9,0,73,0.93258427, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.576923077,,32.53076923,0.714338611,Lok Sabha
180515,June Maliah,Elected,09-06-2024,In Office,First Term,Medinipur,West Bengal,All India Trinamool Congress,Female,Upto Higher Secondary,"Secondary School Examination under Central Board of Secondary Education (CBSE), Open School, 1988",55,13,0,9,0.741573034, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.576923077,,32.53076923,0.714338611,Lok Sabha
180517,Kakoli Ghosh Dastidar,Elected,09-06-2024,In Office,Fourth Term,Barasat,West Bengal,All India Trinamool Congress,Female,Graduate,"MBBS, RG Kar Medical College and Hospital, Kolkata, 1984; PG Training in Advance Ultra Sound, King's College Hospital Medical School, London, UK, 1987",65,3,0,2,0.595505618, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.576923077,,32.53076923,0.714338611,Lok Sabha
180518,Kalipada Saren Kherwal,Elected,09-06-2024,In Office,First Term,Jhargram,West Bengal,All India Trinamool Congress,Male,Post Graduate and above,"MA, Rabindra Bharati University, 1984",67,11,0,13,0.820224719, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.576923077,,32.53076923,0.714338611,Lok Sabha
180519,Kalyan Banerjee,Elected,09-06-2024,In Office,Fourth Term,Srerampur,West Bengal,All India Trinamool Congress,Male,Graduate,"B.Com. from University of Burdwan (1972-75), LL.B. from University of Ranchi (1976-79)",68,19,0,35,0.876404494, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.576923077,,32.53076923,0.714338611,Lok Sabha
180520,Kartick Chandra Paul,Elected,09-06-2024,In Office,First Term,Raiganj,West Bengal,Bharatiya Janata Party,Male,Graduate,B.Com. from Kaliyaganj College Under North Bengal University in year 1994,50,2,0,5,0.966292135, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.576923077,,32.53076923,0.714338611,Lok Sabha
180521,Khagen Murmu,Elected,09-06-2024,In Office,Second Term,Maldaha Uttar,West Bengal,Bharatiya Janata Party,Male,Graduate,"B.A. from RLSJ College, Patna, Bihar, Magadh University in year 1989",65,26,0,155,1, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.576923077,,32.53076923,0.714338611,Lok Sabha
180522,Khalilur Rahaman,Elected,09-06-2024,In Office,Second Term,Jangipur,West Bengal,All India Trinamool Congress,Male,Graduate,B.Com from University of Calcutta in 1981,64,10,0,44,0.808988764, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.576923077,,32.53076923,0.714338611,Lok Sabha
180523,Mahua Moitra,Elected,09-06-2024,In Office,Second Term,Krishnanagar,West Bengal,All India Trinamool Congress,Female,Graduate,"B.A. (Mathematics & Economics) from Mount Holyoke College, USA in year 1998",50,8,0,24,0.91011236, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.576923077,,32.53076923,0.714338611,Lok Sabha
180525,Manoj Tigga,Elected,09-06-2024,In Office,First Term,Alipurduars,West Bengal,Bharatiya Janata Party,Male,Graduate,"B.Sc. (Bio) from A.C. College, Jalpaiguri, North Bengal University in year 1996",53,3,0,2,0.943820225, Data corresponds to the period from 24-06-2024 to 21-08-2025.,13.51675183,0.134297521,64.55448201,0.872130108,7.576923077,,32.53076923,0.714338611,Lok Sabha
